tracker;zona;id;tipo;pend_long_pct;este_pend_transv_pct;este_pend_vector_pct;este_azimut_deg;este_vecina_critica;este_es_hermana;este_n_candidatas;oeste_pend_transv_pct;oeste_pend_vector_pct;oeste_azimut_deg;oeste_vecina_critica;oeste_es_hermana;oeste_n_candidatas
663;SJ;TR-04_1-083;2TTx64;-2,489;2,108;3,261;319,700;TR-04_1-084-W;NO;1;-1,644;2,983;326,600;TR-04_1-082-E;NO;1
664;SJ;TR-04_1-084;2TTx64;-2,172;1,136;2,451;332,400;TR-04_1-085-W;NO;1;-0,469;2,222;347,800;TR-04_1-083-E;NO;1
665;SJ;TR-04_1-085;2TTx64;-1,932;3,069;3,626;302,200;TR-04_1-086-W;NO;1;-2,567;3,213;307,000;TR-04_1-084-E;NO;1
666;SJ;TR-04_1-086;2TTx64;-1,865;1,255;2,248;326,100;TR-04_1-087-W;NO;1;-2,366;3,013;308,300;TR-04_1-085-E;NO;1
667;SJ;TR-04_1-087;2TTx64;-1,338;0,786;1,552;329,600;TR-04_1-088-W;NO;1;-0,976;1,656;323,900;TR-04_1-086-E;NO;1
668;SJ;TR-04_1-088;2TTx64;-1,596;0,987;1,877;328,300;TR-04_1-089-W;NO;1;-0,914;1,840;330,200;TR-04_1-087-E;NO;1
669;SJ;TR-04_1-089;2TTx64;-2,310;3,849;4,489;301,000;TR-04_1-090-W;NO;1;-1,172;2,591;333,100;TR-04_1-088-E;NO;1
670;SJ;TR-04_1-090;2TTx64;-2,511;1,998;3,209;321,500;TR-03_1-054-W;NO;1;-0,571;2,575;347,200;TR-04_1-089-E;NO;1
671;SJ;TR-04_1-091;2TTx64;-1,857;1,076;2,146;329,900;TR-04_1-092-W;NO;1;-2,112;2,812;311,300;;NO;0
672;SJ;TR-04_1-092;2TTx64;-1,668;2,342;2,875;305,500;TR-04_1-093-W;NO;1;-1,076;1,985;327,200;TR-04_1-091-E;NO;1
673;SJ;TR-04_1-093;2TTx64;-1,263;0,760;1,474;329,000;TR-04_1-094-W;NO;1;-2,467;2,772;297,100;TR-04_1-092-E;NO;1
674;SJ;TR-04_1-094;2TTx64;-1,307;2,554;2,869;297,100;TR-04_1-095-W;NO;1;-1,663;2,115;308,200;TR-04_1-093-E;NO;1
675;SJ;TR-04_1-095;2TTx64;-0,915;0,891;1,277;315,800;TR-04_1-096-W;NO;1;-2,388;2,557;291,000;TR-04_1-094-E;NO;1
676;SJ;TR-04_1-096;2TTx64;-0,605;2,765;2,830;282,300;TR-04_1-097-W;NO;1;-0,301;0,676;333,500;TR-04_1-095-E;NO;1
677;SJ;TR-04_1-097;2TTx64;-1,050;1,882;2,155;299,200;TR-04_1-098-W;NO;1;-2,793;2,984;290,600;TR-04_1-096-E;NO;1
678;SJ;TR-04_1-098;2TTx64;-1,323;3,514;3,755;290,600;TR-04_1-099-W;NO;1;-1,520;2,015;311,000;TR-04_1-097-E;NO;1
679;SJ;TR-04_1-099;2TTx64;-1,346;4,297;4,503;287,400;TR-04_1-100-W;NO;1;-2,910;3,206;294,800;TR-04_1-098-E;NO;1
680;SJ;TR-04_1-100;2TTx64;-1,392;2,730;3,064;297,000;TR-04_1-101-W;NO;1;-4,104;4,334;288,700;TR-04_1-099-E;NO;1
681;SJ;TR-04_1-101;2TTx64;-1,434;1,228;1,888;319,400;TR-04_1-102-W;NO;1;-2,679;3,039;298,200;TR-04_1-100-E;NO;1
682;SJ;TR-04_1-102;2TTx64;-1,583;1,249;2,017;321,700;TR-04_1-103-W;NO;1;-2,835;3,247;299,200;TR-04_1-101-E;NO;1
683;SJ;TR-04_1-103;2TTx64;-1,692;1,982;2,606;310,500;TR-04_1-104-W;NO;1;-0,265;1,712;351,100;TR-04_1-102-E;NO;1
684;SJ;TR-04_1-104;2TTx64;-1,979;0,354;2,011;349,900;TR-04_1-105-W;NO;1;-1,360;2,402;325,500;TR-04_1-103-E;NO;1
685;SJ;TR-04_1-105;2TTx64;-2,356;1,818;2,976;322,300;TR-04_1-106-W;NO;1;-0,898;2,521;339,100;TR-04_1-104-E;NO;1
686;SJ;TR-04_1-106;2TTx64;-2,563;6,641;7,118;291,100;TR-04_1-107-W;NO;1;-2,092;3,308;320,800;TR-04_1-105-E;NO;1
687;SJ;TR-04_1-107;2TTx64;-2,319;3,822;4,470;301,200;TR-03_1-073-W;NO;1;0,017;2,319;0,400;TR-04_1-106-E;NO;1
688;SJ;TR-04_1-120;2TTx64;0,432;1,770;1,822;256,300;TR-04_1-121-W;NO;1;;;;;;
689;SJ;TR-04_1-121;2TTx64;0,500;3,471;3,507;261,800;TR-04_1-122-W;NO;1;-1,770;1,839;254,200;TR-04_1-120-E;NO;1
690;SJ;TR-04_1-122;2TTx64;-0,111;2,474;2,476;272,600;TR-04_1-123-W;NO;1;-3,812;3,814;271,700;TR-04_1-121-E;NO;1
691;SJ;TR-04_1-123;2TTx64;0,238;4,669;4,675;267,100;TR-04_1-124-W;NO;1;-2,791;2,801;265,100;TR-04_1-122-E;NO;1
692;SJ;TR-04_1-124;2TTx64;-0,581;4,047;4,088;278,200;TR-03_1-090-W;NO;1;-0,521;0,780;318,100;TR-04_1-123-E;NO;1
693;SJ;TR-04_2-001;2TTx64;-0,833;1,934;2,106;293,300;TR-04_2-002-W;NO;1;;;;;;
694;SJ;TR-04_2-002;2TTx64;-0,963;0,605;1,137;327,900;TR-04_2-003-W;NO;1;-1,934;2,160;296,500;TR-04_2-001-E;NO;1
695;SJ;TR-04_2-003;2TTx64;-0,618;2,485;2,561;284,000;TR-04_2-004-W;NO;1;-0,328;0,700;332,100;TR-04_2-002-E;NO;1
696;SJ;TR-04_2-004;2TTx64;-1,327;0,785;1,542;329,400;TR-04_2-005-W;NO;1;-3,700;3,931;289,700;TR-04_2-003-E;NO;1
697;SJ;TR-04_2-005;2TTx64;-1,869;5,245;5,568;289,600;TR-04_2-006-W;NO;1;-0,210;1,881;353,600;TR-04_2-004-E;NO;1
698;SJ;TR-04_2-006;2TTx64;-1,715;4,420;4,741;291,200;TR-04_2-007-W;NO;1;-5,263;5,535;288,000;TR-04_2-005-E;NO;1
699;SJ;TR-04_2-007;2TTx64;-1,625;3,412;3,779;295,500;TR-04_2-008-W;NO;1;-3,824;4,155;293,000;TR-04_2-006-E;NO;1
700;SJ;TR-04_2-008;2TTx64;-1,970;2,242;2,984;311,300;TR-04_2-009-W;NO;1;-2,964;3,559;303,600;TR-04_2-007-E;NO;1
701;SJ;TR-04_2-009;2TTx64;-1,874;2,672;3,264;305,000;TR-04_2-010-W;NO;1;-4,377;4,761;293,200;TR-04_2-008-E;NO;1
702;SJ;TR-04_2-010;2TTx64;-1,460;;;;;;;-2,579;2,964;299,500;TR-04_2-009-E;NO;1
703;SJ;TR-04_2-011;2TTx64;-1,289;1,827;2,236;305,200;TR-04_2-012-W;NO;1;;;;;;
704;SJ;TR-04_2-012;2TTx64;-1,169;0,886;1,466;322,800;TR-04_2-013-W;NO;1;-2,453;2,717;295,500;TR-04_2-011-E;NO;1
705;SJ;TR-04_2-013;2TTx64;-1,884;2,885;3,446;303,100;TR-04_2-014-W;NO;1;-2,129;2,843;311,500;TR-04_2-012-E;NO;1
706;SJ;TR-04_2-014;2TTx64;-1,424;0,943;1,708;326,500;TR-04_2-015-W;NO;1;-3,013;3,333;295,300;TR-04_2-013-E;NO;1
707;SJ;TR-04_2-015;2TTx64;-1,125;3,076;3,275;290,100;TR-04_2-016-W;NO;1;-0,782;1,370;325,200;TR-04_2-014-E;NO;1
708;SJ;TR-04_2-016;2TTx64;-1,698;6,047;6,281;285,700;TR-04_2-017-W;NO;1;-1,910;2,556;311,600;TR-04_2-015-E;NO;1
709;SJ;TR-04_2-017;2TTx64;-1,850;2,974;3,502;301,900;TR-04_1-001-W;NO;1;-3,498;3,957;297,900;TR-04_2-016-E;NO;1
710;SJ;TR-04_2-018;2TTx64;0,352;2,383;2,409;261,600;TR-04_2-019-W;NO;1;;;;;;
711;SJ;TR-04_2-019;2TTx64;0,703;0,815;1,076;229,200;TR-04_2-020-W;NO;1;-2,383;2,484;253,600;TR-04_2-018-E;NO;1
712;SJ;TR-04_2-020;2TTx64;0,889;3,430;3,543;255,500;TR-04_2-021-W;NO;1;-0,864;1,240;224,200;TR-04_2-019-E;NO;1
713;SJ;TR-04_2-021;2TTx64;0,583;1,759;1,853;251,700;TR-04_2-022-W;NO;1;-4,916;4,950;263,200;TR-04_2-020-E;NO;1
714;SJ;TR-04_2-022;2TTx64;0,687;3,356;3,426;258,400;TR-04_2-023-W;NO;1;-1,665;1,801;247,600;TR-04_2-021-E;NO;1
715;SJ;TR-04_2-023;2TTx64;1,353;0,338;1,395;194,000;TR-04_2-024-W;NO;1;-3,706;3,945;249,900;TR-04_2-022-E;NO;1
716;SJ;TR-04_2-024;2TTx64;1,630;4,953;5,214;251,800;TR-04_2-025-W;NO;1;-0,109;1,633;183,800;TR-04_2-023-E;NO;1
717;SJ;TR-04_2-025;2TTx64;1,294;3,225;3,475;248,100;TR-04_2-026-W;NO;1;-3,311;3,555;248,600;TR-04_2-024-E;NO;1
718;SJ;TR-04_2-026;2TTx64;1,736;1,547;2,326;221,700;TR-04_2-027-W;NO;1;-1,920;2,589;227,900;TR-04_2-025-E;NO;1
719;SJ;TR-04_2-027;2TTx64;1,540;;;;;;;-1,492;2,145;224,100;TR-04_2-026-E;NO;1
720;SJ;TR-04_2-028;2TTx64;1,013;3,972;4,099;255,700;TR-04_2-029-W;NO;1;;;;;;
721;SJ;TR-04_2-029;2TTx64;0,719;1,591;1,746;245,700;TR-04_2-030-W;NO;1;-5,540;5,587;262,600;TR-04_2-028-E;NO;1
722;SJ;TR-04_2-030;2TTx64;0,846;2,676;2,806;252,500;TR-04_2-031-W;NO;1;-4,434;4,514;259,200;TR-04_2-029-E;NO;1
723;SJ;TR-04_2-031;2TTx64;0,681;1,905;2,023;250,300;TR-04_2-032-W;NO;1;-2,711;2,795;255,900;TR-04_2-030-E;NO;1
724;SJ;TR-04_2-032;2TTx64;0,249;2,197;2,211;263,500;TR-04_2-033-W;NO;1;-1,929;1,945;262,700;TR-04_2-031-E;NO;1
725;SJ;TR-04_2-033;2TTx64;0,295;7,472;7,478;267,700;TR-04_2-034-W;NO;1;-2,220;2,239;262,400;TR-04_2-032-E;NO;1
726;SJ;TR-04_2-034;2TTx64;0,330;2,769;2,789;263,200;TR-04_1-010-W;NO;1;-3,589;3,604;264,700;TR-04_2-033-E;NO;1
727;SJ;TR-04_2-035;2TTx64;-1,865;0,494;1,929;345,200;TR-04_2-036-W;NO;1;;;;;;
728;SJ;TR-04_2-036;2TTx64;-2,111;1,374;2,519;326,900;TR-04_2-037-W;NO;1;-0,494;2,168;346,800;TR-04_2-035-E;NO;1
729;SJ;TR-04_2-037;2TTx64;-2,165;4,725;5,198;294,600;TR-04_2-038-W;NO;1;-0,938;2,360;336,600;TR-04_2-036-E;NO;1
730;SJ;TR-04_2-038;2TTx64;-2,780;3,248;4,275;310,600;TR-04_2-039-W;NO;1;-4,354;5,166;302,600;TR-04_2-037-E;NO;1
731;SJ;TR-04_2-039;2TTx64;-1,965;0,833;2,134;337,000;TR-04_2-040-W;NO;1;-3,403;3,929;300,000;TR-04_2-038-E;NO;1
732;SJ;TR-04_2-040;2TTx64;-1,497;0,430;1,558;344,000;TR-04_2-041-W;NO;1;-0,586;1,608;338,600;TR-04_2-039-E;NO;1
733;SJ;TR-04_2-041;2TTx64;-1,732;1,380;2,214;321,400;TR-04_2-042-W;NO;1;-1,322;2,179;322,600;TR-04_2-040-E;NO;1
734;SJ;TR-04_2-042;2TTx64;-1,281;4,200;4,391;287,000;TR-04_2-043-W;NO;1;-1,223;1,771;316,300;TR-04_2-041-E;NO;1
735;SJ;TR-04_2-043;2TTx64;-1,302;0,677;1,467;332,500;TR-04_2-044-W;NO;1;-3,089;3,352;292,900;TR-04_2-042-E;NO;1
736;SJ;TR-04_2-044;2TTx64;-1,458;;;;;;;-0,220;1,475;351,400;TR-04_2-043-E;NO;1
737;SJ;TR-04_2-045;2TTx64;-1,569;2,908;3,304;298,300;TR-04_2-046-W;NO;1;;;;;;
738;SJ;TR-04_2-046;2TTx64;-1,257;2,078;2,429;301,200;TR-04_2-047-W;NO;1;-3,453;3,675;290,000;TR-04_2-045-E;NO;1
739;SJ;TR-04_2-047;2TTx64;-1,086;2,627;2,843;292,500;TR-04_2-048-W;NO;1;-3,003;3,193;289,900;TR-04_2-046-E;NO;1
740;SJ;TR-04_2-048;2TTx64;-1,138;2,506;2,752;294,400;TR-04_2-049-W;NO;1;-2,959;3,170;291,000;TR-04_2-047-E;NO;1
741;SJ;TR-04_2-049;2TTx64;-0,945;2,719;2,878;289,200;TR-04_2-050-W;NO;1;-2,219;2,412;293,100;TR-04_2-048-E;NO;1
742;SJ;TR-04_2-050;2TTx64;-0,689;5,809;5,850;276,800;TR-04_2-051-W;NO;1;-2,049;2,162;288,600;TR-04_2-049-E;NO;1
743;SJ;TR-04_2-051;2TTx64;-0,375;2,164;2,196;279,800;TR-04_1-025-W;NO;1;-3,621;3,640;275,900;TR-04_2-050-E;NO;1
744;SJ;TR-04_2-052;2TTx64;-0,711;1,563;1,717;294,500;TR-04_2-053-W;NO;1;;;;;;
745;SJ;TR-04_2-053;2TTx64;-0,400;1,321;1,380;286,800;TR-04_2-054-W;NO;1;-1,563;1,613;284,300;TR-04_2-052-E;NO;1
746;SJ;TR-04_2-054;2TTx64;-0,544;1,541;1,634;289,400;TR-04_2-055-W;NO;1;-1,934;2,009;285,700;TR-04_2-053-E;NO;1
747;SJ;TR-04_2-055;2TTx64;-0,325;2,565;2,585;277,200;TR-04_2-056-W;NO;1;-3,302;3,318;275,600;TR-04_2-054-E;NO;1
748;SJ;TR-04_2-056;2TTx64;-0,545;1,274;1,386;293,100;TR-04_2-057-W;NO;1;-2,676;2,731;281,500;TR-04_2-055-E;NO;1
749;SJ;TR-04_2-057;2TTx64;-0,595;2,881;2,942;281,700;TR-04_2-058-W;NO;1;-1,953;2,042;287,000;TR-04_2-056-E;NO;1
750;SJ;TR-04_2-058;2TTx64;-0,647;2,211;2,304;286,300;TR-04_2-059-W;NO;1;-2,771;2,846;283,100;TR-04_2-057-E;NO;1
751;SJ;TR-04_2-059;2TTx64;-1,035;3,107;3,275;288,400;TR-04_2-060-W;NO;1;-2,239;2,467;294,800;TR-04_2-058-E;NO;1
752;SJ;TR-04_2-060;2TTx64;-1,532;1,545;2,176;314,800;TR-04_2-061-W;NO;1;-4,951;5,183;287,200;TR-04_2-059-E;NO;1
753;SJ;TR-04_2-061;2TTx64;-1,810;;;;;;;-1,155;2,147;327,500;TR-04_2-060-E;NO;1
754;SJ;TR-04_2-062;2TTx64;-1,638;2,493;2,983;303,300;TR-04_2-063-W;NO;1;;;;;;
755;SJ;TR-04_2-063;2TTx64;-1,818;1,863;2,603;314,300;TR-04_2-064-W;NO;1;-2,909;3,430;302,000;TR-04_2-062-E;NO;1
756;SJ;TR-04_2-064;2TTx64;-2,029;4,228;4,690;295,600;TR-04_2-065-W;NO;1;-2,425;3,162;309,900;TR-04_2-063-E;NO;1
757;SJ;TR-04_2-065;2TTx64;-2,294;4,474;5,028;297,100;;NO;0;-3,295;4,015;304,800;TR-04_2-064-E;NO;1
758;SJ;TR-04_2-067;2TTx64;-1,581;0,183;1,592;353,400;TR-04_2-068-W;NO;1;-0,346;1,618;347,700;;NO;0
759;SJ;TR-04_2-068;2TTx64;-1,292;3,184;3,436;292,100;TR-04_1-041-W;NO;1;-3,173;3,426;292,200;TR-04_2-067-E;NO;1
760;SJ;TR-04_2-069;2TTx64;-1,774;1,803;2,529;314,500;TR-04_2-070-W;NO;1;;;;;;
761;SJ;TR-04_2-070;2TTx64;-1,447;1,635;2,184;311,500;TR-04_2-071-W;NO;1;-1,803;2,312;308,800;TR-04_2-069-E;NO;1
762;SJ;TR-04_2-071;2TTx64;-1,234;-0,032;1,235;1,500;TR-04_2-072-W;NO;1;-2,039;2,383;301,200;TR-04_2-070-E;NO;1
763;SJ;TR-04_2-072;2TTx64;-2,102;0,679;2,209;342,100;TR-04_2-073-W;NO;1;1,357;2,502;32,800;TR-04_2-071-E;NO;1
764;SJ;TR-04_2-073;2TTx64;-2,471;1,340;2,811;331,500;TR-04_2-074-W;NO;1;-0,177;2,477;355,900;TR-04_2-072-E;NO;1
765;SJ;TR-04_2-074;2TTx64;-2,371;3,196;3,979;306,600;TR-04_2-075-W;NO;1;-1,750;2,947;323,600;TR-04_2-073-E;NO;1
766;SJ;TR-04_2-075;2TTx64;-2,375;2,533;3,472;313,200;TR-04_2-076-W;NO;1;-3,030;3,850;308,100;TR-04_2-074-E;NO;1
767;SJ;TR-04_2-076;2TTx64;-2,141;-1,364;2,539;32,500;;NO;0;-2,453;3,256;311,100;TR-04_2-075-E;NO;1
768;SJ;TR-04_2-079;2TTx64;-1,824;1,358;2,274;323,300;TR-04_2-080-W;NO;1;;;;;;
769;SJ;TR-04_2-080;2TTx64;-1,369;1,028;1,712;323,100;TR-04_2-081-W;NO;1;-1,580;2,091;310,900;TR-04_2-079-E;NO;1
770;SJ;TR-04_2-081;2TTx64;-1,168;4,077;4,241;286,000;TR-04_2-082-W;NO;1;-3,372;3,568;289,100;TR-04_2-080-E;NO;1
771;SJ;TR-04_2-082;2TTx64;-1,388;2,322;2,705;300,900;TR-04_2-083-W;NO;1;-4,345;4,561;287,700;TR-04_2-081-E;NO;1
772;SJ;TR-04_2-083;2TTx64;-1,402;4,118;4,350;288,800;TR-04_2-084-W;NO;1;-2,796;3,128;296,600;TR-04_2-082-E;NO;1
773;SJ;TR-04_2-084;2TTx64;-1,449;0,315;1,483;347,700;TR-04_2-085-W;NO;1;-4,213;4,455;289,000;TR-04_2-083-E;NO;1
774;SJ;TR-04_2-085;2TTx64;-1,262;2,410;2,721;297,600;TR-04_1-057-W;NO;1;-2,604;2,894;295,900;TR-04_2-084-E;NO;1
775;SJ;TR-04_2-086;2TTx64;0,411;4,904;4,921;265,200;TR-04_2-087-W;NO;1;;;;;;
776;SJ;TR-04_2-087;2TTx64;-0,404;4,408;4,426;275,200;TR-04_2-088-W;NO;1;-4,904;4,921;274,700;TR-04_2-086-E;NO;1
777;SJ;TR-04_2-088;2TTx64;-1,173;-0,122;1,180;5,900;TR-04_2-089-W;NO;1;-3,538;3,727;288,300;TR-04_2-087-E;NO;1
778;SJ;TR-04_2-089;2TTx64;-1,950;3,184;3,734;301,500;TR-04_2-090-W;NO;1;-4,303;4,724;294,400;TR-04_2-088-E;NO;1
779;SJ;TR-04_2-090;2TTx64;-2,345;1,378;2,720;329,600;TR-04_2-091-W;NO;1;-3,284;4,035;305,500;TR-04_2-089-E;NO;1
780;SJ;TR-04_2-091;2TTx64;-2,466;1,894;3,110;322,500;TR-04_2-092-W;NO;1;-1,155;2,723;334,900;TR-04_2-090-E;NO;1
781;SJ;TR-04_2-092;2TTx64;-2,251;3,099;3,830;306,000;TR-04_2-093-W;NO;1;-1,962;2,986;318,900;TR-04_2-091-E;NO;1
782;SJ;TR-04_2-093;2TTx64;-1,834;1,473;2,352;321,200;;NO;0;-2,480;3,084;306,500;TR-04_2-092-E;NO;1
783;SJ;TR-04_2-094;2TTx64;-1,848;0,562;1,932;343,100;TR-04_2-095-W;NO;1;-3,118;3,625;300,700;;NO;0
784;SJ;TR-04_2-095;2TTx64;-1,792;;;;;;;-0,562;1,878;342,600;TR-04_2-094-E;NO;1
785;SJ;TR-04_2-096;2TTx64;-2,253;1,903;2,949;319,800;TR-04_2-097-W;NO;1;;;;;;
786;SJ;TR-04_2-097;2TTx64;-2,898;0,906;3,036;342,600;TR-04_2-098-W;NO;1;-2,546;3,857;318,700;TR-04_2-096-E;NO;1
787;SJ;TR-04_2-098;2TTx64;-2,681;1,288;2,974;334,300;TR-04_2-099-W;NO;1;-2,811;3,885;313,600;TR-04_2-097-E;NO;1
788;SJ;TR-04_2-099;2TTx64;-2,849;4,469;5,300;302,500;TR-04_2-100-W;NO;1;-1,620;3,277;330,400;TR-04_2-098-E;NO;1
789;SJ;TR-04_2-100;2TTx64;-3,059;3,356;4,541;312,400;TR-04_2-101-W;NO;1;-4,668;5,581;303,200;TR-04_2-099-E;NO;1
790;SJ;TR-04_2-101;2TTx64;-2,862;2,563;3,842;318,200;TR-04_2-102-W;NO;1;-3,600;4,599;308,500;TR-04_2-100-E;NO;1
791;SJ;TR-04_2-102;2TTx64;-2,291;2,321;3,262;314,600;TR-04_1-074-W;NO;1;-1,322;2,645;330,000;TR-04_2-101-E;NO;1
792;SJ;TR-04_2-103;2TTx64;-0,969;5,775;5,856;279,500;TR-04_2-104-W;NO;1;;;;;;
793;SJ;TR-04_2-104;2TTx64;-0,196;3,180;3,186;273,500;TR-04_2-105-W;NO;1;-5,775;5,778;271,900;TR-04_2-103-E;NO;1
794;SJ;TR-04_2-105;2TTx64;0,614;1,416;1,543;246,600;TR-04_2-106-W;NO;1;-3,685;3,736;260,500;TR-04_2-104-E;NO;1
795;SJ;TR-04_2-106;2TTx64;1,388;3,152;3,444;246,200;TR-04_2-107-W;NO;1;-6,383;6,532;257,700;TR-04_2-105-E;NO;1
796;SJ;TR-04_2-107;2TTx64;2,028;5,146;5,531;248,500;TR-04_2-108-W;NO;1;-1,233;2,373;211,300;TR-04_2-106-E;NO;1
797;SJ;TR-04_2-108;2TTx64;1,596;0,975;1,870;211,400;TR-04_2-109-W;NO;1;-4,000;4,307;248,200;TR-04_2-107-E;NO;1
798;SJ;TR-04_2-109;2TTx64;1,582;2,466;2,930;237,300;TR-04_2-110-W;NO;1;-1,203;1,988;217,200;TR-04_2-108-E;NO;1
799;SJ;TR-04_2-110;2TTx64;0,400;2,782;2,811;261,800;TR-04_2-111-W;NO;1;-2,918;2,945;262,200;TR-04_2-109-E;NO;1
800;SJ;TR-04_2-111;2TTx64;-0,180;3,150;3,155;273,300;TR-04_2-112-W;NO;1;-3,280;3,285;273,100;TR-04_2-110-E;NO;1
801;SJ;TR-04_2-112;2TTx64;-0,447;;;;;;;-3,436;3,465;277,400;TR-04_2-111-E;NO;1
802;SJ;TR-04_2-113;2TTx64;0,065;2,671;2,672;268,600;TR-04_2-114-W;NO;1;;;;;;
803;SJ;TR-04_2-114;2TTx64;-0,089;1,348;1,351;273,800;TR-04_2-115-W;NO;1;-3,545;3,546;271,400;TR-04_2-113-E;NO;1
804;SJ;TR-04_2-115;2TTx64;-0,362;1,709;1,747;282,000;TR-04_2-116-W;NO;1;-3,346;3,366;276,200;TR-04_2-114-E;NO;1
805;SJ;TR-04_2-116;2TTx64;-0,846;4,168;4,253;281,500;TR-04_2-117-W;NO;1;-1,666;1,868;296,900;TR-04_2-115-E;NO;1
806;SJ;TR-04_2-117;2TTx64;-0,816;4,004;4,086;281,500;TR-04_2-118-W;NO;1;-4,547;4,620;280,200;TR-04_2-116-E;NO;1
807;SJ;TR-04_2-118;2TTx64;-1,326;2,315;2,668;299,800;TR-04_2-119-W;NO;1;-4,084;4,294;288,000;TR-04_2-117-E;NO;1
808;SJ;TR-04_2-119;2TTx64;-1,355;1,882;2,319;305,800;;NO;0;-1,941;2,367;304,900;TR-04_2-118-E;NO;1
809;SJ;TR-05_1-001;2TTx64;-1,044;1,037;1,471;315,200;TR-05_1-002-W;NO;1;-3,897;4,034;285,000;TR-05_2-039-E;NO;1
810;SJ;TR-05_1-002;2TTx64;-1,055;3,184;3,354;288,300;TR-05_1-003-W;NO;1;-1,633;1,944;302,900;TR-05_1-001-E;NO;1
811;SJ;TR-05_1-003;2TTx64;-1,358;3,854;4,086;289,400;;NO;0;-2,516;2,859;298,400;TR-05_1-002-E;NO;1
812;SJ;TR-05_1-004;2TTx64;-1,928;2,962;3,534;303,100;TR-05_1-005-W;NO;1;-2,164;2,899;311,700;TR-05_2-051-E;NO;1
813;SJ;TR-05_1-005;2TTx64;-2,277;3,728;4,368;301,400;TR-05_1-006-W;NO;1;-3,246;3,965;305,000;TR-05_1-004-E;NO;1
814;SJ;TR-05_1-006;2TTx64;-2,070;2,013;2,887;315,800;TR-05_1-007-W;NO;1;-3,034;3,673;304,300;TR-05_1-005-E;NO;1
815;SJ;TR-05_1-007;2TTx64;-1,869;-0,382;1,908;11,500;TR-05_1-008-W;NO;1;-1,847;2,628;315,300;TR-05_1-006-E;NO;1
816;SJ;TR-05_1-008;2TTx64;-1,914;1,097;2,206;330,200;TR-05_1-009-W;NO;1;-2,374;3,049;308,900;TR-05_1-007-E;NO;1
817;SJ;TR-05_1-009;2TTx64;-2,103;2,886;3,571;306,100;TR-05_1-010-W;NO;1;-0,075;2,105;358,000;TR-05_1-008-E;NO;1
818;SJ;TR-05_1-010;2TTx64;-2,190;0,591;2,269;344,900;;NO;0;-1,849;2,866;319,800;TR-05_1-009-E;NO;1
819;SJ;TR-05_1-011;2TTx64;-1,699;4,248;4,575;291,800;TR-05_1-012-W;NO;1;-6,123;6,354;285,500;TR-05_2-066-E;NO;1
820;SJ;TR-05_1-012;2TTx64;-1,712;3,882;4,243;293,800;TR-05_1-013-W;NO;1;-3,997;4,348;293,200;TR-05_1-011-E;NO;1
821;SJ;TR-05_1-013;2TTx64;-1,755;1,314;2,193;323,200;TR-05_1-014-W;NO;1;-3,376;3,805;297,500;TR-05_1-012-E;NO;1
822;SJ;TR-05_1-014;2TTx64;-1,951;4,274;4,698;294,500;TR-05_1-015-W;NO;1;-1,368;2,383;325,000;TR-05_1-013-E;NO;1
823;SJ;TR-05_1-015;2TTx64;-2,054;-0,030;2,054;0,800;TR-05_1-016-W;NO;1;1,398;2,485;34,200;TR-05_1-014-E;NO;1
824;SJ;TR-05_1-016;2TTx64;-1,999;0,088;2,001;357,500;TR-05_1-017-W;NO;1;0,012;1,999;0,300;TR-05_1-015-E;NO;1
825;SJ;TR-05_1-017;2TTx64;-1,902;0,450;1,955;346,700;TR-05_1-018-W;NO;1;0,025;1,902;0,800;TR-05_1-016-E;NO;1
826;SJ;TR-05_1-018;2TTx64;-1,307;-3,176;3,435;67,600;TR-05_1-019-W;NO;1;-0,009;1,307;359,600;TR-05_1-017-E;NO;1
827;SJ;TR-05_1-019;2TTx64;-1,093;2,011;2,289;298,500;TR-05_1-020-W;NO;1;-2,175;2,434;296,700;TR-05_1-018-E;NO;1
828;SJ;TR-05_1-020;2TTx64;-1,131;2,101;2,386;298,300;TR-05_1-021-W;NO;1;-2,052;2,343;298,900;TR-05_1-019-E;NO;1
829;SJ;TR-05_1-021;2TTx64;-1,059;2,450;2,669;293,400;;NO;0;-2,219;2,459;295,500;TR-05_1-020-E;NO;1
830;SJ;TR-05_1-022;2TTx64;-1,006;3,755;3,887;285,000;TR-05_1-023-W;NO;1;-3,484;3,626;286,100;TR-05_2-083-E;NO;1
831;SJ;TR-05_1-023;2TTx64;-0,824;2,811;2,929;286,300;TR-05_1-024-W;NO;1;-3,967;4,052;281,700;TR-05_1-022-E;NO;1
832;SJ;TR-05_1-024;2TTx64;-0,389;2,455;2,486;279,000;TR-05_1-025-W;NO;1;-2,944;2,970;277,500;TR-05_1-023-E;NO;1
833;SJ;TR-05_1-025;2TTx64;-0,627;3,175;3,236;281,200;TR-05_1-026-W;NO;1;-1,841;1,945;288,800;TR-05_1-024-E;NO;1
834;SJ;TR-05_1-026;2TTx64;-0,206;-2,039;2,049;84,200;TR-05_1-027-W;NO;1;-2,642;2,650;274,500;TR-05_1-025-E;NO;1
835;SJ;TR-05_1-027;2TTx64;0,121;1,656;1,660;265,800;TR-05_1-028-W;NO;1;1,939;1,943;93,600;TR-05_1-026-E;NO;1
836;SJ;TR-05_1-028;2TTx64;-0,300;0,727;0,787;292,400;TR-05_1-029-W;NO;1;-0,509;0,591;300,500;TR-05_1-027-E;NO;1
