tracker;zona;id;tipo;pend_long_pct;este_pend_transv_pct;este_pend_vector_pct;este_azimut_deg;este_vecina_critica;este_es_hermana;este_n_candidatas;oeste_pend_transv_pct;oeste_pend_vector_pct;oeste_azimut_deg;oeste_vecina_critica;oeste_es_hermana;oeste_n_candidatas
1055;SJ;TR-06_1-013;2TTx64;0,192;0,405;0,448;244,600;TR-03_2-001-W;NO;1;0,185;0,267;136,100;TR-06_1-012-E;NO;1
1056;SJ;TR-06_1-014;2TTx64;-1,879;2,696;3,286;304,900;TR-06_1-015-W;NO;1;;;;;;
1057;SJ;TR-06_1-015;2TTx64;-2,287;-0,644;2,376;15,700;TR-06_1-016-W;NO;1;-6,030;6,449;290,800;TR-06_1-014-E;NO;1
1058;SJ;TR-06_1-016;2TTx64;-2,116;5,597;5,984;290,700;TR-06_1-017-W;NO;1;-0,171;2,123;355,400;TR-06_1-015-E;NO;1
1059;SJ;TR-06_1-017;2TTx64;-1,955;4,438;4,850;293,800;TR-06_1-018-W;NO;1;-4,544;4,947;293,300;TR-06_1-016-E;NO;1
1060;SJ;TR-06_1-018;2TTx64;-2,168;-0,147;2,173;3,900;;NO;0;-4,410;4,914;296,200;TR-06_1-017-E;NO;1
1061;SJ;TR-06_1-019;2TTx64;-1,724;-0,380;1,765;12,400;TR-06_1-020-W;NO;1;0,182;1,734;6,000;;NO;0
1062;SJ;TR-06_1-020;2TTx64;-1,799;0,927;2,024;332,700;TR-06_1-021-W;NO;1;0,557;1,883;17,200;TR-06_1-019-E;NO;1
1063;SJ;TR-06_1-021;2TTx64;-1,593;-2,642;3,085;58,900;TR-06_1-022-W;NO;1;-0,575;1,694;340,200;TR-06_1-020-E;NO;1
1064;SJ;TR-06_1-022;2TTx64;-1,159;2,847;3,074;292,200;TR-06_1-023-W;NO;1;1,890;2,217;58,500;TR-06_1-021-E;NO;1
1065;SJ;TR-06_1-023;2TTx64;-1,031;-1,786;2,062;60,000;TR-06_1-024-W;NO;1;-1,219;1,596;310,200;TR-06_1-022-E;NO;1
1066;SJ;TR-06_1-024;2TTx64;-1,403;0,787;1,608;330,700;TR-06_1-025-W;NO;1;1,104;1,785;38,200;TR-06_1-023-E;NO;1
1067;SJ;TR-06_1-025;2TTx64;-1,988;3,619;4,129;298,800;TR-06_1-026-W;NO;1;-0,669;2,097;341,400;TR-06_1-024-E;NO;1
1068;SJ;TR-06_1-026;2TTx64;-2,470;1,221;2,755;333,700;TR-03_2-002-W;NO;1;-3,297;4,119;306,800;TR-06_1-025-E;NO;1
1069;SJ;TR-06_1-027;2TTx64;1,300;1,674;2,120;232,200;;NO;0;-1,055;1,674;219,100;TR-06_2-019-E;NO;1
1070;SJ;TR-06_1-028;2TTx64;1,738;2,103;2,728;230,400;;NO;0;-1,440;2,257;219,600;;NO;0
1071;SJ;TR-06_1-029;2TTx64;1,447;1,171;1,862;219,000;TR-06_1-030-W;NO;1;-2,103;2,553;235,500;;NO;0
1072;SJ;TR-06_1-030;2TTx64;1,287;2,463;2,779;242,400;TR-06_1-031-W;NO;1;-1,171;1,740;222,300;TR-06_1-029-E;NO;1
1073;SJ;TR-06_1-031;2TTx64;1,220;2,228;2,540;241,300;TR-06_1-032-W;NO;1;-2,380;2,674;242,900;TR-06_1-030-E;NO;1
1074;SJ;TR-06_1-032;2TTx64;0,667;4,439;4,489;261,400;TR-06_1-033-W;NO;1;-7,925;7,953;265,200;TR-06_1-031-E;NO;1
1075;SJ;TR-06_1-033;2TTx64;0,642;1,374;1,517;245,000;;NO;0;-5,823;5,858;263,700;TR-06_1-032-E;NO;1
1076;SJ;TR-06_1-034;2TTx64;0,236;2,708;2,718;265,000;TR-06_1-035-W;NO;1;-1,374;1,394;260,300;;NO;0
1077;SJ;TR-06_1-035;2TTx64;-0,004;4,334;4,334;270,100;TR-06_1-036-W;NO;1;-3,509;3,509;270,100;TR-06_1-034-E;NO;1
1078;SJ;TR-06_1-036;2TTx64;0,111;1,498;1,502;265,800;TR-06_1-037-W;NO;1;-5,259;5,260;268,800;TR-06_1-035-E;NO;1
1079;SJ;TR-06_1-037;2TTx64;-0,603;0,481;0,772;321,400;TR-06_1-038-W;NO;1;-1,644;1,751;290,200;TR-06_1-036-E;NO;1
1080;SJ;TR-06_1-038;2TTx64;-0,551;0,393;0,677;324,500;TR-06_1-039-W;NO;1;-0,184;0,581;341,500;TR-06_1-037-E;NO;1
1081;SJ;TR-06_1-039;2TTx64;-0,840;235,406;235,407;270,200;TR-06_1-040-W;NO;1;0,073;0,843;5,000;TR-06_1-038-E;NO;1
1082;SJ;TR-06_1-040;2TTx64;-1,346;-590,573;590,575;89,900;TR-06_1-041-W;NO;1;-253,034;253,038;270,300;TR-06_1-039-E;NO;1
1083;SJ;TR-06_1-041;2TTx64;-1,799;1,184;2,154;326,700;TR-06_1-042-W;NO;1;-2,271;2,897;308,400;TR-06_1-040-E;NO;1
1084;SJ;TR-06_1-042;2TTx64;-1,938;-0,129;1,942;3,800;TR-06_1-043-W;NO;1;-1,758;2,617;317,800;TR-06_1-041-E;NO;1
1085;SJ;TR-06_1-043;2TTx64;-1,363;3,016;3,310;294,300;TR-06_1-044-W;NO;1;-0,807;1,584;329,400;TR-06_1-042-E;NO;1
1086;SJ;TR-06_1-044;2TTx64;-0,787;0,094;0,792;353,200;TR-03_2-009-W;NO;1;-2,799;2,907;285,700;TR-06_1-043-E;NO;1
1087;SJ;TR-06_1-045;2TTx64;0,247;1,204;1,229;258,400;TR-06_1-046-W;NO;1;-1,348;1,370;259,600;TR-06_2-038-E;NO;1
1088;SJ;TR-06_1-046;2TTx64;0,549;1,293;1,405;247,000;TR-06_1-047-W;NO;1;1,460;1,560;110,600;TR-06_1-045-E;NO;1
1089;SJ;TR-06_1-047;2TTx64;1,394;0,046;1,395;181,900;TR-06_1-048-W;NO;1;-2,579;2,932;241,600;TR-06_1-046-E;NO;1
1090;SJ;TR-06_1-048;2TTx64;1,427;3,968;4,217;250,200;TR-06_1-049-W;NO;1;-0,980;1,731;214,500;TR-06_1-047-E;NO;1
1091;SJ;TR-06_1-049;2TTx64;0,553;2,455;2,516;257,300;TR-06_1-050-W;NO;1;-4,056;4,093;262,200;TR-06_1-048-E;NO;1
1092;SJ;TR-06_1-050;2TTx64;0,839;6,198;6,255;262,300;TR-06_1-051-W;NO;1;-7,458;7,505;263,600;TR-06_1-049-E;NO;1
1093;SJ;TR-06_1-051;2TTx64;0,650;8,251;8,277;265,500;TR-06_1-052-W;NO;1;-4,404;4,452;261,600;TR-06_1-050-E;NO;1
1094;SJ;TR-06_1-052;2TTx64;-0,029;3,985;3,985;270,400;TR-06_1-053-W;NO;1;-6,177;6,177;270,300;TR-06_1-051-E;NO;1
1095;SJ;TR-06_1-053;2TTx64;-0,025;;;;;;;-3,569;3,569;270,400;TR-06_1-052-E;NO;1
1096;SJ;TR-06_1-055;2TTx64;0,920;0,660;1,132;215,700;TR-06_1-056-W;NO;1;;;;;;
1097;SJ;TR-06_1-056;2TTx64;0,850;0,981;1,298;229,100;TR-06_1-057-W;NO;1;-0,660;1,076;217,800;TR-06_1-055-E;NO;1
1098;SJ;TR-06_1-057;2TTx64;0,848;0,773;1,147;222,400;TR-06_1-058-W;NO;1;-1,062;1,359;231,400;TR-06_1-056-E;NO;1
1099;SJ;TR-06_1-058;2TTx64;0,753;5,343;5,396;262,000;TR-06_1-059-W;NO;1;-1,164;1,386;237,100;TR-06_1-057-E;NO;1
1100;SJ;TR-06_1-059;2TTx64;0,480;3,195;3,231;261,500;;NO;0;0,831;0,959;120,000;TR-06_1-058-E;NO;1
1101;SJ;TR-06_1-060;2TTx64;-0,156;0,638;0,657;283,700;TR-06_1-061-W;NO;1;;;;;;
1102;SJ;TR-06_1-061;2TTx64;0,101;-0,869;0,875;96,600;TR-06_1-062-W;NO;1;-2,801;2,803;267,900;TR-06_1-060-E;NO;1
1103;SJ;TR-06_1-062;2TTx64;0,336;2,954;2,973;263,500;TR-03_2-029-W;NO;1;-0,312;0,459;222,900;TR-06_1-061-E;NO;1
1104;SJ;TR-06_1-063;2TTx64;-1,484;1,611;2,190;312,600;;NO;0;-2,133;2,598;304,800;TR-06_2-058-E;NO;1
1105;SJ;TR-06_1-064;2TTx64;-2,479;1,894;3,120;322,600;TR-06_1-065-W;NO;1;-1,693;3,002;325,700;;NO;0
1106;SJ;TR-06_1-065;2TTx64;-2,890;-1,253;3,150;23,400;TR-06_1-066-W;NO;1;-1,894;3,456;326,800;TR-06_1-064-E;NO;1
1107;SJ;TR-06_1-066;2TTx64;-3,199;;;;;;;1,646;3,598;27,200;TR-06_1-065-E;NO;1
1108;SJ;TR-06_1-067;2TTx64;-2,560;3,018;3,957;310,300;TR-06_1-068-W;NO;1;;;;;;
1109;SJ;TR-06_1-068;2TTx64;-0,703;-2,001;2,121;70,600;TR-06_1-069-W;NO;1;-4,605;4,658;278,700;TR-06_1-067-E;NO;1
1110;SJ;TR-06_1-069;2TTx64;0,618;-0,690;0,926;131,800;TR-06_1-070-W;NO;1;2,410;2,488;104,400;TR-06_1-068-E;NO;1
1111;SJ;TR-06_1-070;2TTx64;0,231;-0,830;0,862;105,600;TR-06_1-071-W;NO;1;-0,072;0,242;197,300;TR-06_1-069-E;NO;1
1112;SJ;TR-06_1-071;2TTx64;-0,569;3,848;3,890;278,400;TR-06_1-072-W;NO;1;-2,140;2,214;284,900;TR-06_1-070-E;NO;1
1113;SJ;TR-06_1-072;2TTx64;0,092;3,082;3,083;268,300;TR-06_1-073-W;NO;1;-4,251;4,252;268,800;TR-06_1-071-E;NO;1
1114;SJ;TR-06_1-073;2TTx64;0,819;-1,193;1,447;124,500;;NO;0;-2,833;2,949;253,900;TR-06_1-072-E;NO;1
1115;SJ;TR-06_1-076;2TTx64;-0,564;2,786;2,843;281,500;TR-06_1-077-W;NO;1;;;;;;
1116;SJ;TR-06_1-077;2TTx64;-0,932;8,906;8,955;276,000;TR-06_1-078-W;NO;1;-2,786;2,938;288,500;TR-06_1-076-E;NO;1
1117;SJ;TR-06_1-078;2TTx64;-0,012;-0,936;0,936;89,300;TR-06_1-079-W;NO;1;-8,557;8,557;270,100;TR-06_1-077-E;NO;1
1118;SJ;TR-06_1-079;2TTx64;1,342;0,916;1,625;214,300;TR-03_2-049-W;NO;1;-0,368;1,392;195,300;TR-06_1-078-E;NO;1
1119;SJ;TR-06_1-080;2TTx64;1,725;3,937;4,298;246,300;TR-06_1-081-W;NO;1;-6,472;6,698;255,100;TR-06_2-078-E;NO;1
1120;SJ;TR-06_1-081;2TTx64;1,750;3,932;4,304;246,000;TR-06_1-082-W;NO;1;-2,753;3,262;237,600;TR-06_1-080-E;NO;1
1121;SJ;TR-06_1-082;2TTx64;1,915;1,254;2,289;213,200;TR-06_1-083-W;NO;1;-4,021;4,454;244,500;TR-06_1-081-E;NO;1
1122;SJ;TR-06_1-083;2TTx64;1,598;6,158;6,362;255,500;TR-06_1-084-W;NO;1;-0,266;1,620;189,500;TR-06_1-082-E;NO;1
1123;SJ;TR-06_1-084;2TTx64;1,097;0,997;1,483;222,300;TR-06_1-085-W;NO;1;-0,667;1,284;211,300;TR-06_1-083-E;NO;1
1124;SJ;TR-06_1-085;2TTx64;-0,093;0,558;0,566;279,400;TR-06_1-086-W;NO;1;-1,338;1,341;274,000;TR-06_1-084-E;NO;1
1125;SJ;TR-06_1-086;2TTx64;-0,911;0,191;0,931;348,200;TR-06_1-087-W;NO;1;-0,287;0,955;342,500;TR-06_1-085-E;NO;1
1126;SJ;TR-06_1-087;2TTx64;-1,378;4,795;4,989;286,000;TR-06_1-088-W;NO;1;-0,407;1,437;343,500;TR-06_1-086-E;NO;1
1127;SJ;TR-06_1-088;2TTx64;-1,770;1,882;2,584;313,200;TR-06_1-089-W;NO;1;-1,952;2,635;312,200;TR-06_1-087-E;NO;1
1128;SJ;TR-06_1-089;2TTx64;-1,682;3,099;3,526;298,500;TR-06_1-090-W;NO;1;-1,206;2,070;324,400;TR-06_1-088-E;NO;1
1129;SJ;TR-06_1-090;2TTx64;-2,140;-6,042;6,410;70,500;;NO;0;-2,982;3,670;305,700;TR-06_1-089-E;NO;1
1130;SJ;TR-06_1-091;2TTx64;-3,095;4,863;5,765;302,500;TR-06_1-092-W;NO;1;-3,708;4,830;309,900;;NO;0
1131;SJ;TR-06_1-092;2TTx64;-2,510;4,352;5,024;300,000;TR-06_1-093-W;NO;1;-4,304;4,983;300,300;TR-06_1-091-E;NO;1
1132;SJ;TR-06_1-093;2TTx64;-2,111;3,619;4,190;300,300;TR-06_1-094-W;NO;1;-2,999;3,667;305,100;TR-06_1-092-E;NO;1
1133;SJ;TR-06_1-094;2TTx64;-1,520;6,682;6,853;282,800;TR-06_1-095-W;NO;1;-3,576;3,886;293,000;TR-06_1-093-E;NO;1
1134;SJ;TR-06_1-095;2TTx64;-2,053;1,765;2,708;319,300;TR-06_1-096-W;NO;1;-4,743;5,168;293,400;TR-06_1-094-E;NO;1
1135;SJ;TR-06_1-096;2TTx64;-2,740;-3,848;4,724;54,500;TR-03_2-069-W;NO;1;-1,357;3,058;333,700;TR-06_1-095-E;NO;1
1136;SJ;TR-06_1-097;2TTx64;-0,019;3,523;3,523;270,300;TR-06_1-098-W;NO;1;-3,757;3,757;270,300;TR-06_2-098-E;NO;1
1137;SJ;TR-06_1-098;2TTx64;0,189;3,678;3,683;267,100;TR-06_1-099-W;NO;1;-2,930;2,936;266,300;TR-06_1-097-E;NO;1
1138;SJ;TR-06_1-099;2TTx64;0,329;-0,206;0,388;148,000;TR-06_1-100-W;NO;1;-3,829;3,843;265,100;TR-06_1-098-E;NO;1
1139;SJ;TR-06_1-100;2TTx64;0,022;6,123;6,123;269,800;TR-06_1-101-W;NO;1;-0,529;0,529;267,600;TR-06_1-099-E;NO;1
1140;SJ;TR-06_1-101;2TTx64;0,167;3,315;3,319;267,100;TR-06_1-102-W;NO;1;-3,196;3,200;267,000;TR-06_1-100-E;NO;1
1141;SJ;TR-06_1-102;2TTx64;0,603;1,356;1,484;246,000;TR-06_1-103-W;NO;1;-4,134;4,178;261,700;TR-06_1-101-E;NO;1
1142;SJ;TR-06_1-103;2TTx64;0,972;1,130;1,491;229,300;TR-06_1-104-W;NO;1;-1,261;1,592;232,400;TR-06_1-102-E;NO;1
1143;SJ;TR-06_1-104;2TTx64;1,258;5,204;5,354;256,400;TR-06_1-105-W;NO;1;-1,253;1,775;224,900;TR-06_1-103-E;NO;1
1144;SJ;TR-06_1-105;2TTx64;1,365;2,581;2,920;242,100;TR-06_1-106-W;NO;1;-2,197;2,587;238,100;TR-06_1-104-E;NO;1
1145;SJ;TR-06_1-106;2TTx64;1,212;0,494;1,308;202,200;TR-06_1-107-W;NO;1;-2,569;2,840;244,800;TR-06_1-105-E;NO;1
1146;SJ;TR-06_1-107;2TTx64;1,393;2,117;2,534;236,600;TR-06_1-108-W;NO;1;-0,443;1,462;197,600;TR-06_1-106-E;NO;1
1147;SJ;TR-06_1-108;2TTx64;1,656;3,085;3,502;241,800;TR-06_1-109-W;NO;1;-1,856;2,488;228,300;TR-06_1-107-E;NO;1
1148;SJ;TR-06_1-109;2TTx64;1,936;4,342;4,754;246,000;TR-06_1-110-W;NO;1;-2,668;3,297;234,000;TR-06_1-108-E;NO;1
1149;SJ;TR-06_1-110;2TTx64;1,936;3,530;4,026;241,300;TR-06_1-111-W;NO;1;0,513;2,003;165,200;TR-06_1-109-E;NO;1
1150;SJ;TR-06_1-111;2TTx64;1,708;5,535;5,792;252,900;TR-06_1-112-W;NO;1;-4,278;4,606;248,200;TR-06_1-110-E;NO;1
1151;SJ;TR-06_1-112;2TTx64;1,787;6,543;6,783;254,700;TR-06_1-113-W;NO;1;-5,002;5,312;250,300;TR-06_1-111-E;NO;1
1152;SJ;TR-06_1-113;2TTx64;2,006;-5,550;5,902;109,900;TR-03_2-089-W;NO;1;-5,104;5,484;248,500;TR-06_1-112-E;NO;1
1153;SJ;TR-06_1-114;2TTx64;-2,180;3,195;3,868;304,300;TR-06_1-115-W;NO;1;-4,202;4,734;297,400;TR-06_2-118-E;NO;1
1154;SJ;TR-06_1-115;2TTx64;-2,171;5,271;5,701;292,400;TR-06_1-116-W;NO;1;-1,967;2,930;317,800;TR-06_1-114-E;NO;1
1155;SJ;TR-06_1-116;2TTx64;-1,934;0,215;1,946;353,700;TR-06_1-117-W;NO;1;-4,105;4,538;295,200;TR-06_1-115-E;NO;1
1156;SJ;TR-06_1-117;2TTx64;-1,201;1,741;2,115;304,600;TR-06_1-118-W;NO;1;-0,850;1,471;324,700;TR-06_1-116-E;NO;1
1157;SJ;TR-06_1-118;2TTx64;-0,944;2,770;2,927;288,800;TR-06_1-119-W;NO;1;-3,342;3,473;285,800;TR-06_1-117-E;NO;1
1158;SJ;TR-06_1-119;2TTx64;-1,352;3,312;3,577;292,200;;NO;0;-2,203;2,585;301,500;TR-06_1-118-E;NO;1
1159;SJ;TR-06_2-001;2TTx64;-2,651;6,044;6,600;293,700;TR-06_2-002-W;NO;1;;;;;;
1160;SJ;TR-06_2-002;2TTx64;-2,480;2,714;3,677;312,400;TR-06_2-003-W;NO;1;-6,044;6,533;292,300;TR-06_2-001-E;NO;1
1161;SJ;TR-06_2-003;2TTx64;-2,402;3,396;4,160;305,300;TR-06_2-004-W;NO;1;-2,025;3,142;319,900;TR-06_2-002-E;NO;1
1162;SJ;TR-06_2-004;2TTx64;-2,164;5,293;5,718;292,200;TR-06_2-005-W;NO;1;-3,690;4,278;300,400;TR-06_2-003-E;NO;1
1163;SJ;TR-06_2-005;2TTx64;-1,831;4,795;5,133;290,900;TR-06_2-006-W;NO;1;-5,401;5,703;288,700;TR-06_2-004-E;NO;1
1164;SJ;TR-06_2-006;2TTx64;-1,255;2,795;3,064;294,200;TR-06_2-007-W;NO;1;-4,957;5,113;284,200;TR-06_2-005-E;NO;1
1165;SJ;TR-06_2-007;2TTx64;-0,556;2,567;2,627;282,200;TR-06_2-008-W;NO;1;-2,051;2,125;285,200;TR-06_2-006-E;NO;1
1166;SJ;TR-06_2-008;2TTx64;-0,502;2,584;2,632;281,000;TR-06_2-009-W;NO;1;-2,295;2,349;282,400;TR-06_2-007-E;NO;1
1167;SJ;TR-06_2-009;2TTx64;-0,312;1,249;1,287;284,000;TR-06_2-010-W;NO;1;-2,863;2,880;276,200;TR-06_2-008-E;NO;1
1168;SJ;TR-06_2-010;2TTx64;-0,364;;;;;;;-1,424;1,470;284,300;TR-06_2-009-E;NO;1
1169;SJ;TR-06_2-011;2TTx64;0,663;0,668;0,941;225,200;TR-06_2-012-W;NO;1;;;;;;
1170;SJ;TR-06_2-012;2TTx64;1,116;0,572;1,254;207,100;TR-06_2-013-W;NO;1;-0,735;1,336;213,400;TR-06_2-011-E;NO;1
1171;SJ;TR-06_2-013;2TTx64;1,240;1,358;1,839;227,600;TR-06_2-014-W;NO;1;-2,307;2,619;241,700;TR-06_2-012-E;NO;1
1172;SJ;TR-06_2-014;2TTx64;1,626;119,675;119,686;269,200;TR-06_2-015-W;NO;1;-1,507;2,217;222,800;TR-06_2-013-E;NO;1
1173;SJ;TR-06_2-015;2TTx64;-47,767;;;;;;;-179,647;185,889;284,900;TR-06_2-014-E;NO;1
1174;SJ;TR-06_2-016;2TTx64;1,298;4,072;4,274;252,300;TR-06_2-017-W;NO;1;;;;;;
1175;SJ;TR-06_2-017;2TTx64;1,346;2,558;2,891;242,200;TR-06_2-018-W;NO;1;-4,670;4,860;253,900;TR-06_2-016-E;NO;1
1176;SJ;TR-06_2-018;2TTx64;1,871;2,602;3,205;234,300;TR-06_2-019-W;NO;1;-2,421;3,059;232,300;TR-06_2-017-E;NO;1
1177;SJ;TR-06_2-019;2TTx64;1,287;1,412;1,910;227,700;TR-06_1-027-W;NO;1;-2,705;2,996;244,600;TR-06_2-018-E;NO;1
1178;SJ;TR-06_2-020;2TTx64;-0,102;5,083;5,084;271,200;TR-06_2-021-W;NO;1;;;;;;
1179;SJ;TR-06_2-021;2TTx64;0,143;2,206;2,211;266,300;TR-06_2-022-W;NO;1;-5,083;5,085;268,400;TR-06_2-020-E;NO;1
1180;SJ;TR-06_2-022;2TTx64;-0,208;5,131;5,135;272,300;TR-06_2-023-W;NO;1;-2,031;2,042;275,800;TR-06_2-021-E;NO;1
1181;SJ;TR-06_2-023;2TTx64;-0,323;4,314;4,326;274,300;TR-06_2-024-W;NO;1;-1,611;1,643;281,300;TR-06_2-022-E;NO;1
1182;SJ;TR-06_2-024;2TTx64;-0,078;2,868;2,869;271,600;TR-06_2-025-W;NO;1;-4,193;4,194;271,100;TR-06_2-023-E;NO;1
1183;SJ;TR-06_2-025;2TTx64;-0,033;0,386;0,387;274,900;TR-06_2-026-W;NO;1;-2,896;2,896;270,700;TR-06_2-024-E;NO;1
1184;SJ;TR-06_2-026;2TTx64;0,051;2,614;2,614;268,900;TR-06_2-027-W;NO;1;-0,442;0,445;263,400;TR-06_2-025-E;NO;1
1185;SJ;TR-06_2-027;2TTx64;0,607;2,273;2,353;255,100;TR-06_2-028-W;NO;1;-1,951;2,043;252,700;TR-06_2-026-E;NO;1
1186;SJ;TR-06_2-028;2TTx64;0,708;1,261;1,446;240,700;TR-06_2-029-W;NO;1;-2,702;2,793;255,300;TR-06_2-027-E;NO;1
1187;SJ;TR-06_2-029;2TTx64;1,040;;;;;;;-1,026;1,461;224,600;TR-06_2-028-E;NO;1
1188;SJ;TR-06_2-030;2TTx64;2,068;0,268;2,085;187,400;TR-06_2-031-W;NO;1;;;;;;
1189;SJ;TR-06_2-031;2TTx64;1,658;-0,841;1,860;153,100;TR-06_2-032-W;NO;1;-1,030;1,952;211,800;TR-06_2-030-E;NO;1
1190;SJ;TR-06_2-032;2TTx64;1,536;1,862;2,414;230,500;TR-06_2-033-W;NO;1;-2,612;3,030;239,500;TR-06_2-031-E;NO;1
1191;SJ;TR-06_2-033;2TTx64;1,200;0,334;1,246;195,500;TR-06_2-034-W;NO;1;-2,100;2,419;240,200;TR-06_2-032-E;NO;1
1192;SJ;TR-06_2-034;2TTx64;0,741;2,577;2,681;254,000;TR-06_2-035-W;NO;1;-0,975;1,224;232,800;TR-06_2-033-E;NO;1
1193;SJ;TR-06_2-035;2TTx64;0,168;3,233;3,237;267,000;TR-06_2-036-W;NO;1;-2,869;2,874;266,700;TR-06_2-034-E;NO;1
1194;SJ;TR-06_2-036;2TTx64;-0,034;2,949;2,949;270,700;TR-06_2-037-W;NO;1;-4,745;4,745;270,400;TR-06_2-035-E;NO;1
1195;SJ;TR-06_2-037;2TTx64;0,024;1,157;1,157;268,800;TR-06_2-038-W;NO;1;-4,131;4,131;269,700;TR-06_2-036-E;NO;1
1196;SJ;TR-06_2-038;2TTx64;-0,230;1,586;1,603;278,200;TR-06_1-045-W;NO;1;-1,509;1,526;278,700;TR-06_2-037-E;NO;1
1197;SJ;TR-06_2-039;2TTx64;1,692;2,055;2,662;230,500;TR-06_2-040-W;NO;1;;;;;;
1198;SJ;TR-06_2-040;2TTx64;1,468;3,809;4,082;248,900;TR-06_2-041-W;NO;1;-2,055;2,525;234,500;TR-06_2-039-E;NO;1
1199;SJ;TR-06_2-041;2TTx64;1,288;-0,182;1,300;172,000;TR-06_2-042-W;NO;1;-3,943;4,148;251,900;TR-06_2-040-E;NO;1
1200;SJ;TR-06_2-042;2TTx64;1,799;3,950;4,340;245,500;TR-06_2-043-W;NO;1;-2,299;2,919;232,000;TR-06_2-041-E;NO;1
1201;SJ;TR-06_2-043;2TTx64;2,063;3,350;3,934;238,400;TR-06_2-044-W;NO;1;-3,276;3,872;237,800;TR-06_2-042-E;NO;1
1202;SJ;TR-06_2-044;2TTx64;1,975;4,373;4,798;245,700;TR-06_2-045-W;NO;1;-2,860;3,476;235,400;TR-06_2-043-E;NO;1
1203;SJ;TR-06_2-045;2TTx64;1,444;-0,148;1,452;174,100;TR-06_2-046-W;NO;1;-4,444;4,673;252,000;TR-06_2-044-E;NO;1
1204;SJ;TR-06_2-046;2TTx64;1,074;3,542;3,701;253,100;TR-06_2-047-W;NO;1;-0,952;1,435;221,500;TR-06_2-045-E;NO;1
1205;SJ;TR-06_2-047;2TTx64;0,413;3,067;3,095;262,300;TR-06_2-048-W;NO;1;-1,566;1,620;255,200;TR-06_2-046-E;NO;1
1206;SJ;TR-06_2-048;2TTx64;0,003;;;;;;;-2,861;2,861;269,900;TR-06_2-047-E;NO;1
1207;SJ;TR-06_2-049;2TTx64;-1,292;6,205;6,338;281,800;TR-06_2-050-W;NO;1;;;;;;
1208;SJ;TR-06_2-050;2TTx64;-1,772;6,143;6,393;286,100;;NO;0;-6,242;6,489;285,800;TR-06_2-049-E;NO;1
1209;SJ;TR-06_2-053;2TTx64;-1,694;1,408;2,203;320,300;TR-06_2-054-W;NO;1;;;;;;
1210;SJ;TR-06_2-054;2TTx64;-1,471;1,594;2,169;312,700;TR-06_2-055-W;NO;1;-1,288;1,956;318,800;TR-06_2-053-E;NO;1
1211;SJ;TR-06_2-055;2TTx64;-0,906;2,671;2,820;288,700;TR-06_2-056-W;NO;1;0,471;1,021;27,500;TR-06_2-054-E;NO;1
1212;SJ;TR-06_2-056;2TTx64;-0,472;2,818;2,857;279,500;TR-06_2-057-W;NO;1;-2,668;2,709;280,000;TR-06_2-055-E;NO;1
1213;SJ;TR-06_2-057;2TTx64;-0,403;3,040;3,067;277,500;TR-06_2-058-W;NO;1;-3,169;3,195;277,200;TR-06_2-056-E;NO;1
1214;SJ;TR-06_2-058;2TTx64;-0,804;2,161;2,306;290,400;TR-06_1-063-W;NO;1;-2,549;2,673;287,500;TR-06_2-057-E;NO;1
1215;SJ;TR-06_2-059;2TTx64;-0,321;2,874;2,892;276,400;TR-06_2-060-W;NO;1;;;;;;
1216;SJ;TR-06_2-060;2TTx64;-0,505;4,950;4,976;275,800;TR-06_2-061-W;NO;1;-2,874;2,918;280,000;TR-06_2-059-E;NO;1
1217;SJ;TR-06_2-061;2TTx64;-0,549;0,878;1,036;302,000;TR-06_2-062-W;NO;1;-4,236;4,271;277,400;TR-06_2-060-E;NO;1
1218;SJ;TR-06_2-062;2TTx64;-0,459;2,932;2,968;278,900;TR-06_2-063-W;NO;1;-0,338;0,570;323,700;TR-06_2-061-E;NO;1
1219;SJ;TR-06_2-063;2TTx64;-0,375;2,024;2,059;280,500;TR-06_2-064-W;NO;1;-3,134;3,156;276,800;TR-06_2-062-E;NO;1
1220;SJ;TR-06_2-064;2TTx64;0,237;3,684;3,692;266,300;TR-06_2-065-W;NO;1;-2,646;2,657;264,900;TR-06_2-063-E;NO;1
1221;SJ;TR-06_2-065;2TTx64;0,220;2,496;2,506;265,000;TR-06_2-066-W;NO;1;-3,697;3,704;266,600;TR-06_2-064-E;NO;1
1222;SJ;TR-06_2-066;2TTx64;0,069;3,216;3,217;268,800;TR-06_2-067-W;NO;1;-2,336;2,337;268,300;TR-06_2-065-E;NO;1
1223;SJ;TR-06_2-067;2TTx64;0,504;4,675;4,702;263,800;TR-06_2-068-W;NO;1;-2,542;2,591;258,800;TR-06_2-066-E;NO;1
1224;SJ;TR-06_2-068;2TTx64;1,223;;;;;;;-3,434;3,645;250,400;TR-06_2-067-E;NO;1
1225;SJ;TR-06_2-069;2TTx64;2,381;4,590;5,171;242,600;TR-06_2-070-W;NO;1;;;;;;
1226;SJ;TR-06_2-070;2TTx64;3,098;4,080;5,123;232,800;;NO;0;-4,940;5,831;237,900;TR-06_2-069-E;NO;1
1227;SJ;TR-06_2-071;2TTx64;3,714;2,355;4,398;212,400;TR-06_2-072-W;NO;1;-1,584;4,038;203,100;;NO;0
