cfg,nombre,dia,minZ,elev,az,torsion_max,mv,fs_min_criba,theta_fs_min,hay_cero
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,900,57.1020,61.7065,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,920,61.2050,56.1234,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,940,65.0093,48.9323,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,960,68.3560,39.5174,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,980,71.0006,27.2555,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1000,72.6192,12.0480,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1020,72.9172,355.1449,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1040,71.8293,338.9743,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1060,69.5760,325.4193,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1080,66.4904,314.8661,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1100,62.8553,306.8185,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1120,58.8631,300.6237,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,1140,54.6351,295.7491,0.0000,17,0.000000e+0,-55,1
