2026-08-07 07:47:39;Requesting safe position 0, wind_from_east: 0, for TCU 28. Reason: Default choice
2026-08-07 07:47:39;Requesting safe position 0, wind_from_east: 0, for TCU 29. Reason: Default choice
2026-08-07 07:47:39;Position null enabled for group 7 by "admin (Administrator)" from the web interface
2026-08-07 07:47:40;Requesting safe position 0, wind_from_east: 0, for TCU 30. Reason: Default choice
2026-08-07 07:47:40;Requesting safe position 0, wind_from_east: 0, for TCU 31. Reason: Default choice
2026-08-07 07:47:40;Requesting safe position 0, wind_from_east: 0, for TCU 32. Reason: Default choice
2026-08-07 07:47:40;Requesting safe position 0, wind_from_east: 0, for TCU 33. Reason: Default choice
2026-08-07 07:47:41;Requesting safe position 0, wind_from_east: 0, for TCU 34. Reason: Default choice
2026-08-07 07:47:41;Requesting safe position 0, wind_from_east: 0, for TCU 35. Reason: Default choice
2026-08-07 07:47:41;Position null enabled for group 8 by "admin (Administrator)" from the web interface
2026-08-07 07:47:41;Requesting safe position 0, wind_from_east: 0, for TCU 36. Reason: Default choice
2026-08-07 07:47:42;Requesting safe position 0, wind_from_east: 0, for TCU 37. Reason: Default choice
2026-08-07 07:47:42;Requesting safe position 0, wind_from_east: 0, for TCU 38. Reason: Default choice
2026-08-07 07:47:42;Requesting safe position 0, wind_from_east: 0, for TCU 39. Reason: Default choice
2026-08-07 07:47:42;Requesting safe position 0, wind_from_east: 0, for TCU 40. Reason: Default choice
2026-08-07 07:47:43;Requesting safe position 0, wind_from_east: 0, for TCU 41. Reason: Default choice
2026-08-07 07:47:43;Requesting safe position 0, wind_from_east: 0, for TCU 42. Reason: Default choice
2026-08-07 07:47:43;Position null enabled for group 9 by "admin (Administrator)" from the web interface
2026-08-07 07:47:44;Requesting safe position 0, wind_from_east: 0, for TCU 43. Reason: Default choice
2026-08-07 07:47:44;Requesting safe position 0, wind_from_east: 0, for TCU 44. Reason: Default choice
2026-08-07 07:47:44;Requesting safe position 0, wind_from_east: 0, for TCU 45. Reason: Default choice
2026-08-07 07:47:45;Requesting safe position 0, wind_from_east: 0, for TCU 46. Reason: Default choice
2026-08-07 07:47:45;Position null enabled for group 10 by "admin (Administrator)" from the web interface
2026-08-07 07:47:45;Requesting safe position 0, wind_from_east: 0, for TCU 47. Reason: Default choice
2026-08-07 07:47:45;Requesting safe position 0, wind_from_east: 0, for TCU 50. Reason: Default choice
2026-08-07 07:47:46;Requesting safe position 0, wind_from_east: 0, for TCU 51. Reason: Default choice
2026-08-07 07:47:46;Requesting safe position 0, wind_from_east: 0, for TCU 52. Reason: Default choice
2026-08-07 07:47:46;Requesting safe position 0, wind_from_east: 0, for TCU 53. Reason: Default choice
